iso_code,country,date,yougov_support_work_from_home
ESP,Spain,2020-03-12,63.0
ESP,Spain,2020-03-19,82.0
ESP,Spain,2020-03-25,81.0
ESP,Spain,2020-04-02,78.0
ESP,Spain,2020-04-08,76.0
ESP,Spain,2020-04-16,80.0
ESP,Spain,2020-04-23,76.0
ESP,Spain,2020-04-30,75.0
ESP,Spain,2020-05-20,70.0
ESP,Spain,2020-05-28,62.0
ESP,Spain,2020-06-08,52.0
ESP,Spain,2020-06-12,59.0
ESP,Spain,2020-06-21,53.0
ESP,Spain,2020-06-25,55.0
ESP,Spain,2020-07-09,56.0
ESP,Spain,2020-07-16,59.0
ESP,Spain,2020-07-23,60.0
ESP,Spain,2020-07-30,60.0
ESP,Spain,2020-08-06,61.0
ESP,Spain,2020-08-25,59.0
ESP,Spain,2020-09-04,61.0
ESP,Spain,2020-09-10,60.0
ESP,Spain,2020-09-18,62.0
ESP,Spain,2020-09-23,64.0
ESP,Spain,2020-09-30,63.0
ESP,Spain,2020-10-16,64.0
ESP,Spain,2020-11-04,57.0
ESP,Spain,2020-11-16,62.0
ESP,Spain,2020-11-23,55.0
ESP,Spain,2020-12-02,58.0
ESP,Spain,2020-12-11,56.0
ESP,Spain,2020-12-18,57.0
ESP,Spain,2020-12-23,54.0
ESP,Spain,2021-01-07,58.0
ESP,Spain,2021-01-13,59.0
ESP,Spain,2021-01-20,62.0
ESP,Spain,2021-01-29,64.0
ESP,Spain,2021-02-05,59.0
ESP,Spain,2021-02-17,60.0
ESP,Spain,2021-03-03,53.0
ESP,Spain,2021-03-10,58.0
FRA,France,2020-03-10,45.0
FRA,France,2020-03-13,60.0
FRA,France,2020-03-20,79.0
FRA,France,2020-03-27,78.0
FRA,France,2020-04-03,72.0
FRA,France,2020-04-10,70.0
FRA,France,2020-04-17,68.0
FRA,France,2020-04-24,68.0
FRA,France,2020-05-01,74.0
FRA,France,2020-05-20,63.0
FRA,France,2020-05-27,59.0
FRA,France,2020-06-04,57.0
FRA,France,2020-06-12,49.0
FRA,France,2020-06-17,51.0
FRA,France,2020-06-24,52.0
FRA,France,2020-07-01,54.0
FRA,France,2020-07-16,55.0
FRA,France,2020-07-22,57.0
FRA,France,2020-07-31,58.0
FRA,France,2020-08-07,57.0
FRA,France,2020-08-12,56.0
FRA,France,2020-09-02,61.0
FRA,France,2020-09-10,56.0
FRA,France,2020-09-22,57.0
FRA,France,2020-09-30,60.0
FRA,France,2020-10-15,58.0
FRA,France,2020-10-22,62.0
FRA,France,2020-10-28,69.0
FRA,France,2020-11-04,64.0
FRA,France,2020-11-18,61.0
FRA,France,2020-11-25,62.0
FRA,France,2020-12-02,56.0
FRA,France,2020-12-09,55.0
FRA,France,2020-12-16,59.0
FRA,France,2021-01-06,54.0
FRA,France,2021-01-20,58.0
FRA,France,2021-01-27,51.0
FRA,France,2021-02-03,57.0
FRA,France,2021-02-12,60.0
FRA,France,2021-02-16,54.0
FRA,France,2021-02-23,55.0
FRA,France,2021-03-10,50.0
GBR,United Kingdom,2020-03-01,45.0
GBR,United Kingdom,2020-03-13,66.0
GBR,United Kingdom,2020-03-20,78.0
GBR,United Kingdom,2020-03-27,84.0
GBR,United Kingdom,2020-04-03,85.0
GBR,United Kingdom,2020-04-14,83.0
GBR,United Kingdom,2020-04-17,82.0
GBR,United Kingdom,2020-04-24,82.0
GBR,United Kingdom,2020-05-01,80.0
GBR,United Kingdom,2020-05-30,74.0
GBR,United Kingdom,2020-06-05,70.0
GBR,United Kingdom,2020-06-16,74.0
GBR,United Kingdom,2020-06-25,73.0
GBR,United Kingdom,2020-07-03,71.0
GBR,United Kingdom,2020-07-12,62.0
GBR,United Kingdom,2020-07-26,61.0
GBR,United Kingdom,2020-07-31,66.0
GBR,United Kingdom,2020-08-07,62.0
GBR,United Kingdom,2020-08-12,67.0
GBR,United Kingdom,2020-08-25,62.0
GBR,United Kingdom,2020-09-08,53.0
GBR,United Kingdom,2020-09-16,60.0
GBR,United Kingdom,2020-09-29,66.0
GBR,United Kingdom,2020-10-07,63.0
GBR,United Kingdom,2020-10-22,63.0
GBR,United Kingdom,2020-11-18,68.0
GBR,United Kingdom,2020-11-26,65.0
GBR,United Kingdom,2020-12-04,66.0
GBR,United Kingdom,2020-12-15,69.0
GBR,United Kingdom,2021-01-05,72.0
GBR,United Kingdom,2021-01-19,76.0
GBR,United Kingdom,2021-01-29,74.0
GBR,United Kingdom,2021-02-11,71.0
GBR,United Kingdom,2021-02-22,73.0
GBR,United Kingdom,2021-03-09,65.0
HKG,Hong Kong SAR China,2020-02-25,57.0
HKG,Hong Kong SAR China,2020-04-07,66.0
HKG,Hong Kong SAR China,2020-04-14,67.0
HKG,Hong Kong SAR China,2020-04-21,64.0
HKG,Hong Kong SAR China,2020-04-28,64.0
HKG,Hong Kong SAR China,2020-05-05,64.0
HKG,Hong Kong SAR China,2020-06-08,62.0
HKG,Hong Kong SAR China,2020-06-22,58.0
HKG,Hong Kong SAR China,2020-07-06,53.0
HKG,Hong Kong SAR China,2020-08-04,67.0
HKG,Hong Kong SAR China,2020-08-18,65.0
HKG,Hong Kong SAR China,2020-09-15,59.0
HKG,Hong Kong SAR China,2020-09-28,56.0
HKG,Hong Kong SAR China,2020-10-12,58.0
HKG,Hong Kong SAR China,2020-10-27,59.0
HKG,Hong Kong SAR China,2020-11-09,60.0
HKG,Hong Kong SAR China,2020-11-24,56.0
HKG,Hong Kong SAR China,2020-12-07,61.0
HKG,Hong Kong SAR China,2020-12-21,62.0
HKG,Hong Kong SAR China,2021-01-05,61.0
HKG,Hong Kong SAR China,2021-01-18,61.0
HKG,Hong Kong SAR China,2021-02-01,58.0
HKG,Hong Kong SAR China,2021-02-16,59.0
IDN,Indonesia,2020-02-24,43.0
IDN,Indonesia,2020-04-06,60.0
IDN,Indonesia,2020-04-13,60.0
IDN,Indonesia,2020-04-20,62.0
IDN,Indonesia,2020-04-27,58.0
IDN,Indonesia,2020-05-22,59.0
IDN,Indonesia,2020-06-08,53.0
IDN,Indonesia,2020-06-22,54.0
IDN,Indonesia,2020-07-06,52.0
IDN,Indonesia,2020-08-03,48.0
IDN,Indonesia,2020-08-17,54.0
IDN,Indonesia,2020-08-31,54.0
IDN,Indonesia,2020-09-14,61.0
IDN,Indonesia,2020-09-28,58.0
IDN,Indonesia,2020-10-12,57.0
IDN,Indonesia,2020-10-26,57.0
IDN,Indonesia,2020-11-09,55.0
IDN,Indonesia,2020-11-23,57.0
IDN,Indonesia,2020-12-07,55.0
IDN,Indonesia,2020-12-21,61.0
IDN,Indonesia,2021-01-04,48.0
IDN,Indonesia,2021-01-18,54.0
IDN,Indonesia,2021-02-01,53.0
IDN,Indonesia,2021-02-15,52.0
IND,India,2020-03-16,54.0
IND,India,2020-03-20,63.0
IND,India,2020-03-27,73.0
IND,India,2020-04-03,78.0
ITA,Italy,2020-03-11,75.0
ITA,Italy,2020-03-19,77.0
ITA,Italy,2020-03-25,76.0
ITA,Italy,2020-04-03,73.0
ITA,Italy,2020-04-09,74.0
ITA,Italy,2020-04-16,70.0
ITA,Italy,2020-04-23,70.0
ITA,Italy,2020-04-30,69.0
ITA,Italy,2020-05-26,57.0
ITA,Italy,2020-06-02,53.0
ITA,Italy,2020-06-10,49.0
ITA,Italy,2020-06-17,53.0
ITA,Italy,2020-06-23,49.0
ITA,Italy,2020-07-07,46.0
ITA,Italy,2020-07-14,50.0
ITA,Italy,2020-07-21,46.0
ITA,Italy,2020-07-28,43.0
ITA,Italy,2020-08-18,46.0
ITA,Italy,2020-08-25,46.0
ITA,Italy,2020-09-01,44.0
ITA,Italy,2020-09-09,49.0
ITA,Italy,2020-09-16,45.0
ITA,Italy,2020-09-29,51.0
ITA,Italy,2020-10-06,54.0
ITA,Italy,2020-10-13,52.0
ITA,Italy,2020-10-20,64.0
ITA,Italy,2020-10-27,58.0
ITA,Italy,2020-11-03,57.0
ITA,Italy,2020-11-10,58.0
ITA,Italy,2020-11-17,59.0
ITA,Italy,2020-12-01,50.0
ITA,Italy,2020-12-09,49.0
ITA,Italy,2020-12-14,54.0
ITA,Italy,2020-12-22,52.0
ITA,Italy,2021-01-05,54.0
ITA,Italy,2021-01-12,55.0
ITA,Italy,2021-01-19,55.0
ITA,Italy,2021-01-26,46.0
ITA,Italy,2021-02-02,54.0
ITA,Italy,2021-02-09,54.0
ITA,Italy,2021-02-16,49.0
ITA,Italy,2021-02-25,49.0
ITA,Italy,2021-03-02,48.0
ITA,Italy,2021-03-09,51.0
JPN,Japan,2020-04-06,52.0
JPN,Japan,2020-04-13,58.0
JPN,Japan,2020-04-20,61.0
JPN,Japan,2020-04-27,60.0
JPN,Japan,2020-05-04,58.0
MEX,Mexico,2020-03-17,53.0
MEX,Mexico,2020-03-23,70.0
MEX,Mexico,2020-03-30,74.0
MEX,Mexico,2020-04-06,78.0
MEX,Mexico,2020-04-13,73.0
MEX,Mexico,2020-04-20,74.0
MEX,Mexico,2020-04-27,69.0
MEX,Mexico,2020-05-06,72.0
MYS,Malaysia,2020-02-24,29.0
MYS,Malaysia,2020-04-06,75.0
MYS,Malaysia,2020-04-13,71.0
MYS,Malaysia,2020-04-20,73.0
MYS,Malaysia,2020-04-27,75.0
MYS,Malaysia,2020-05-04,74.0
MYS,Malaysia,2020-05-25,75.0
MYS,Malaysia,2020-06-08,70.0
MYS,Malaysia,2020-06-22,73.0
MYS,Malaysia,2020-07-06,69.0
MYS,Malaysia,2020-08-03,60.0
MYS,Malaysia,2020-08-17,67.0
MYS,Malaysia,2020-08-31,65.0
MYS,Malaysia,2020-09-14,64.0
MYS,Malaysia,2020-09-28,66.0
MYS,Malaysia,2020-10-12,72.0
MYS,Malaysia,2020-10-26,74.0
MYS,Malaysia,2020-11-09,77.0
MYS,Malaysia,2020-11-23,74.0
MYS,Malaysia,2020-12-07,73.0
MYS,Malaysia,2020-12-21,73.0
MYS,Malaysia,2021-01-04,72.0
MYS,Malaysia,2021-01-18,78.0
MYS,Malaysia,2021-02-01,76.0
MYS,Malaysia,2021-02-15,73.0
PHL,Philippines,2020-02-24,55.0
PHL,Philippines,2020-04-06,70.0
PHL,Philippines,2020-04-13,73.0
PHL,Philippines,2020-04-20,70.0
PHL,Philippines,2020-04-27,69.0
PHL,Philippines,2020-05-04,72.0
PHL,Philippines,2020-05-25,73.0
PHL,Philippines,2020-06-08,69.0
PHL,Philippines,2020-06-22,73.0
PHL,Philippines,2020-07-06,71.0
PHL,Philippines,2020-08-03,70.0
PHL,Philippines,2020-08-17,76.0
PHL,Philippines,2020-08-31,75.0
PHL,Philippines,2020-09-14,76.0
PHL,Philippines,2020-09-28,73.0
PHL,Philippines,2020-10-12,74.0
PHL,Philippines,2020-10-26,66.0
PHL,Philippines,2020-11-09,72.0
PHL,Philippines,2020-11-23,72.0
PHL,Philippines,2020-12-07,73.0
PHL,Philippines,2020-12-21,72.0
PHL,Philippines,2021-01-04,72.0
PHL,Philippines,2021-01-18,72.0
PHL,Philippines,2021-02-01,72.0
PHL,Philippines,2021-02-15,71.0
SGP,Singapore,2020-02-21,55.0
SGP,Singapore,2020-04-03,75.0
SGP,Singapore,2020-04-10,75.0
SGP,Singapore,2020-04-17,71.0
SGP,Singapore,2020-04-24,74.0
SGP,Singapore,2020-05-01,71.0
SGP,Singapore,2020-05-22,76.0
SGP,Singapore,2020-06-05,72.0
SGP,Singapore,2020-06-19,78.0
SGP,Singapore,2020-07-07,74.0
SGP,Singapore,2020-08-03,73.0
SGP,Singapore,2020-08-14,72.0
SGP,Singapore,2020-08-28,68.0
SGP,Singapore,2020-09-11,67.0
SGP,Singapore,2020-09-25,67.0
SGP,Singapore,2020-10-09,67.0
SGP,Singapore,2020-10-23,67.0
SGP,Singapore,2020-11-06,68.0
SGP,Singapore,2020-11-20,70.0
SGP,Singapore,2020-12-04,67.0
SGP,Singapore,2020-12-18,67.0
SGP,Singapore,2021-01-04,70.0
SGP,Singapore,2021-01-15,68.0
SGP,Singapore,2021-01-29,68.0
SGP,Singapore,2021-02-12,68.0
THA,Thailand,2020-02-24,57.0
THA,Thailand,2020-04-06,62.0
THA,Thailand,2020-04-13,63.0
THA,Thailand,2020-04-20,62.0
THA,Thailand,2020-04-27,61.0
THA,Thailand,2020-05-04,60.0
THA,Thailand,2020-05-25,59.0
THA,Thailand,2020-06-08,56.0
THA,Thailand,2020-06-22,51.0
THA,Thailand,2020-07-06,51.0
THA,Thailand,2020-08-17,47.0
THA,Thailand,2020-08-31,45.0
THA,Thailand,2020-09-14,44.0
THA,Thailand,2020-09-28,47.0
THA,Thailand,2020-10-12,44.0
THA,Thailand,2020-10-26,46.0
THA,Thailand,2020-11-09,42.0
THA,Thailand,2020-11-23,47.0
THA,Thailand,2020-12-07,49.0
THA,Thailand,2020-12-21,48.0
THA,Thailand,2021-01-04,53.0
THA,Thailand,2021-01-18,57.0
THA,Thailand,2021-02-01,54.0
THA,Thailand,2021-02-16,52.0
TWN,Taiwan,2020-02-25,34.0
TWN,Taiwan,2020-04-07,57.0
TWN,Taiwan,2020-04-14,57.0
TWN,Taiwan,2020-04-21,57.0
TWN,Taiwan,2020-04-28,57.0
TWN,Taiwan,2020-05-05,49.0
TWN,Taiwan,2020-05-25,49.0
TWN,Taiwan,2020-06-08,44.0
TWN,Taiwan,2020-06-22,46.0
TWN,Taiwan,2020-07-06,44.0
TWN,Taiwan,2020-08-03,38.0
TWN,Taiwan,2020-08-17,44.0
TWN,Taiwan,2020-08-31,44.0
TWN,Taiwan,2020-09-14,42.0
TWN,Taiwan,2020-09-28,44.0
TWN,Taiwan,2020-10-12,43.0
TWN,Taiwan,2020-10-27,45.0
TWN,Taiwan,2020-11-09,41.0
TWN,Taiwan,2020-11-24,44.0
TWN,Taiwan,2020-12-07,40.0
TWN,Taiwan,2020-12-21,45.0
TWN,Taiwan,2021-01-04,46.0
TWN,Taiwan,2021-01-18,45.0
TWN,Taiwan,2021-02-01,51.0
TWN,Taiwan,2021-02-16,46.0
USA,United States,2020-03-02,37.0
USA,United States,2020-03-17,65.0
USA,United States,2020-03-23,72.0
USA,United States,2020-03-30,76.0
USA,United States,2020-04-06,73.0
USA,United States,2020-04-13,68.0
USA,United States,2020-04-20,65.0
USA,United States,2020-04-27,66.0
USA,United States,2020-05-06,63.0
USA,United States,2020-05-26,51.0
USA,United States,2020-06-01,56.0
USA,United States,2020-06-08,49.0
USA,United States,2020-06-15,54.0
USA,United States,2020-06-22,52.0
USA,United States,2020-07-06,49.0
USA,United States,2020-07-14,57.0
USA,United States,2020-07-20,48.0
USA,United States,2020-07-27,54.0
USA,United States,2020-08-03,51.0
USA,United States,2020-08-10,59.0
USA,United States,2020-08-17,54.0
USA,United States,2020-08-25,51.0
USA,United States,2020-09-01,51.0
USA,United States,2020-09-08,51.0
USA,United States,2020-09-14,54.0
USA,United States,2020-09-21,51.0
USA,United States,2020-09-28,54.0
USA,United States,2020-10-06,55.0
USA,United States,2020-10-12,53.0
USA,United States,2020-10-19,54.0
USA,United States,2020-10-26,54.0
USA,United States,2020-11-02,56.0
USA,United States,2020-11-09,54.0
USA,United States,2020-11-16,61.0
USA,United States,2020-11-25,57.0
USA,United States,2020-12-02,55.0
USA,United States,2020-12-14,54.0
USA,United States,2020-12-22,53.0
USA,United States,2021-01-11,52.0
USA,United States,2021-01-20,54.0
USA,United States,2021-01-26,56.0
USA,United States,2021-02-03,52.0
USA,United States,2021-02-09,52.0
USA,United States,2021-02-17,50.0
USA,United States,2021-02-23,46.0
USA,United States,2021-03-01,49.0
VNM,Vietnam,2020-04-06,74.0
VNM,Vietnam,2020-04-13,77.0
VNM,Vietnam,2020-04-20,75.0
VNM,Vietnam,2020-04-27,78.0
VNM,Vietnam,2020-05-04,75.0
VNM,Vietnam,2020-05-25,69.0
VNM,Vietnam,2020-06-08,65.0
VNM,Vietnam,2020-06-22,65.0
VNM,Vietnam,2020-07-06,58.0
VNM,Vietnam,2020-08-03,64.0
VNM,Vietnam,2020-08-17,66.0
VNM,Vietnam,2020-08-31,60.0
VNM,Vietnam,2020-09-14,61.0
VNM,Vietnam,2020-09-28,62.0
VNM,Vietnam,2020-10-12,59.0
VNM,Vietnam,2020-10-26,59.0
VNM,Vietnam,2020-11-09,60.0
VNM,Vietnam,2020-11-23,58.0
VNM,Vietnam,2020-12-07,61.0
VNM,Vietnam,2020-12-21,61.0
VNM,Vietnam,2021-01-04,58.0
VNM,Vietnam,2021-01-18,58.0
VNM,Vietnam,2021-02-01,62.0
VNM,Vietnam,2021-02-15,61.0
