iso_code,country,date,owid_new_deaths
AFG,Afghanistan,2020-07-23,21.0
AFG,Afghanistan,2020-07-24,14.0
AFG,Afghanistan,2020-07-25,22.0
AFG,Afghanistan,2020-07-26,12.0
AFG,Afghanistan,2020-07-27,10.0
AFG,Afghanistan,2020-07-28,1.0
AFG,Afghanistan,2020-07-29,1.0
AFG,Afghanistan,2020-07-30,10.0
AFG,Afghanistan,2020-07-31,1.0
AFG,Afghanistan,2020-08-01,1.0
AFG,Afghanistan,2020-08-02,1.0
AFG,Afghanistan,2020-08-03,4.0
AFG,Afghanistan,2020-08-04,0.0
AFG,Afghanistan,2020-08-05,6.0
AFG,Afghanistan,2020-08-06,5.0
AFG,Afghanistan,2020-08-07,9.0
AFG,Afghanistan,2020-08-08,5.0
AFG,Afghanistan,2020-08-09,6.0
AFG,Afghanistan,2020-08-10,8.0
AFG,Afghanistan,2020-08-11,17.0
AFG,Afghanistan,2020-08-12,10.0
AFG,Afghanistan,2020-08-13,9.0
AFG,Afghanistan,2020-08-14,5.0
AFG,Afghanistan,2020-08-15,1.0
AFG,Afghanistan,2020-08-16,5.0
AFG,Afghanistan,2020-08-17,2.0
AFG,Afghanistan,2020-08-18,4.0
AFG,Afghanistan,2020-08-19,2.0
AFG,Afghanistan,2020-08-20,2.0
AFG,Afghanistan,2020-08-21,0.0
AFG,Afghanistan,2020-08-22,0.0
AFG,Afghanistan,2020-08-23,2.0
AFG,Afghanistan,2020-08-24,2.0
AFG,Afghanistan,2020-08-25,8.0
AFG,Afghanistan,2020-08-26,4.0
AFG,Afghanistan,2020-08-27,0.0
AFG,Afghanistan,2020-08-28,1.0
AFG,Afghanistan,2020-08-29,0.0
AFG,Afghanistan,2020-08-30,0.0
AFG,Afghanistan,2020-08-31,0.0
AFG,Afghanistan,2020-09-01,4.0
AFG,Afghanistan,2020-09-02,3.0
AFG,Afghanistan,2020-09-03,0.0
AFG,Afghanistan,2020-09-04,0.0
AFG,Afghanistan,2020-09-05,0.0
AFG,Afghanistan,2020-09-06,3.0
AFG,Afghanistan,2020-09-07,3.0
AFG,Afghanistan,2020-09-08,3.0
AFG,Afghanistan,2020-09-09,2.0
AFG,Afghanistan,2020-09-10,0.0
AFG,Afghanistan,2020-09-11,0.0
AFG,Afghanistan,2020-09-12,0.0
AFG,Afghanistan,2020-09-13,0.0
AFG,Afghanistan,2020-09-14,6.0
AFG,Afghanistan,2020-09-15,1.0
AFG,Afghanistan,2020-09-16,10.0
AFG,Afghanistan,2020-09-17,0.0
AFG,Afghanistan,2020-09-18,1.0
AFG,Afghanistan,2020-09-19,0.0
AFG,Afghanistan,2020-09-20,4.0
AFG,Afghanistan,2020-09-21,3.0
AFG,Afghanistan,2020-09-22,1.0
AFG,Afghanistan,2020-09-23,1.0
AFG,Afghanistan,2020-09-24,5.0
AFG,Afghanistan,2020-09-25,0.0
AFG,Afghanistan,2020-09-26,2.0
AFG,Afghanistan,2020-09-27,0.0
AFG,Afghanistan,2020-09-28,3.0
AFG,Afghanistan,2020-09-29,2.0
AFG,Afghanistan,2020-09-30,0.0
AFG,Afghanistan,2020-10-01,0.0
AFG,Afghanistan,2020-10-02,0.0
AFG,Afghanistan,2020-10-03,4.0
AFG,Afghanistan,2020-10-04,0.0
AFG,Afghanistan,2020-10-05,4.0
AFG,Afghanistan,2020-10-06,1.0
AFG,Afghanistan,2020-10-07,2.0
AFG,Afghanistan,2020-10-08,1.0
AFG,Afghanistan,2020-10-09,2.0
AFG,Afghanistan,2020-10-10,1.0
AFG,Afghanistan,2020-10-11,4.0
AFG,Afghanistan,2020-10-12,2.0
AFG,Afghanistan,2020-10-13,1.0
AFG,Afghanistan,2020-10-14,1.0
AFG,Afghanistan,2020-10-15,0.0
AFG,Afghanistan,2020-10-16,4.0
AFG,Afghanistan,2020-10-17,3.0
AFG,Afghanistan,2020-10-18,4.0
AFG,Afghanistan,2020-10-19,5.0
AFG,Afghanistan,2020-10-20,2.0
AFG,Afghanistan,2020-10-21,2.0
AFG,Afghanistan,2020-10-22,4.0
AFG,Afghanistan,2020-10-23,2.0
AFG,Afghanistan,2020-10-24,4.0
AFG,Afghanistan,2020-10-25,3.0
AFG,Afghanistan,2020-10-26,4.0
AFG,Afghanistan,2020-10-27,5.0
AFG,Afghanistan,2020-10-28,6.0
AFG,Afghanistan,2020-10-29,3.0
AFG,Afghanistan,2020-10-30,1.0
AFG,Afghanistan,2020-10-31,3.0
AFG,Afghanistan,2020-11-01,0.0
AFG,Afghanistan,2020-11-02,6.0
AFG,Afghanistan,2020-11-03,3.0
AFG,Afghanistan,2020-11-04,4.0
AFG,Afghanistan,2020-11-05,6.0
AFG,Afghanistan,2020-11-06,0.0
AFG,Afghanistan,2020-11-07,2.0
AFG,Afghanistan,2020-11-08,6.0
AFG,Afghanistan,2020-11-09,12.0
AFG,Afghanistan,2020-11-10,3.0
AFG,Afghanistan,2020-11-11,4.0
AFG,Afghanistan,2020-11-12,10.0
AFG,Afghanistan,2020-11-13,4.0
AFG,Afghanistan,2020-11-14,10.0
AFG,Afghanistan,2020-11-15,12.0
AFG,Afghanistan,2020-11-16,15.0
AFG,Afghanistan,2020-11-17,6.0
AFG,Afghanistan,2020-11-18,7.0
AFG,Afghanistan,2020-11-19,5.0
AFG,Afghanistan,2020-11-20,13.0
AFG,Afghanistan,2020-11-21,12.0
AFG,Afghanistan,2020-11-22,12.0
AFG,Afghanistan,2020-11-23,12.0
AFG,Afghanistan,2020-11-24,13.0
AFG,Afghanistan,2020-11-25,13.0
AFG,Afghanistan,2020-11-26,9.0
AFG,Afghanistan,2020-11-27,3.0
AFG,Afghanistan,2020-11-28,12.0
AFG,Afghanistan,2020-11-29,22.0
AFG,Afghanistan,2020-11-30,21.0
AFG,Afghanistan,2020-12-01,27.0
AFG,Afghanistan,2020-12-02,19.0
AFG,Afghanistan,2020-12-03,5.0
AFG,Afghanistan,2020-12-04,0.0
AFG,Afghanistan,2020-12-05,18.0
AFG,Afghanistan,2020-12-06,10.0
AFG,Afghanistan,2020-12-07,26.0
AFG,Afghanistan,2020-12-08,6.0
AFG,Afghanistan,2020-12-09,13.0
AFG,Afghanistan,2020-12-10,16.0
AFG,Afghanistan,2020-12-11,10.0
AFG,Afghanistan,2020-12-12,11.0
AFG,Afghanistan,2020-12-13,9.0
AFG,Afghanistan,2020-12-14,4.0
AFG,Afghanistan,2020-12-15,26.0
AFG,Afghanistan,2020-12-16,16.0
AFG,Afghanistan,2020-12-17,14.0
AFG,Afghanistan,2020-12-18,5.0
AFG,Afghanistan,2020-12-19,17.0
AFG,Afghanistan,2020-12-20,20.0
AFG,Afghanistan,2020-12-21,15.0
AFG,Afghanistan,2020-12-22,14.0
AFG,Afghanistan,2020-12-23,21.0
AFG,Afghanistan,2020-12-24,9.0
AFG,Afghanistan,2020-12-25,13.0
AFG,Afghanistan,2020-12-26,10.0
AFG,Afghanistan,2020-12-27,11.0
AFG,Afghanistan,2020-12-28,14.0
AFG,Afghanistan,2020-12-29,5.0
AFG,Afghanistan,2020-12-30,2.0
AFG,Afghanistan,2020-12-31,10.0
AFG,Afghanistan,2021-01-01,0.0
AFG,Afghanistan,2021-01-02,0.0
AFG,Afghanistan,2021-01-03,0.0
AFG,Afghanistan,2021-01-04,46.0
AFG,Afghanistan,2021-01-05,7.0
AFG,Afghanistan,2021-01-06,0.0
AFG,Afghanistan,2021-01-07,9.0
AFG,Afghanistan,2021-01-08,4.0
AFG,Afghanistan,2021-01-09,7.0
AFG,Afghanistan,2021-01-10,13.0
AFG,Afghanistan,2021-01-11,11.0
AFG,Afghanistan,2021-01-12,13.0
AFG,Afghanistan,2021-01-13,0.0
AFG,Afghanistan,2021-01-14,13.0
AFG,Afghanistan,2021-01-15,10.0
AFG,Afghanistan,2021-01-16,12.0
AFG,Afghanistan,2021-01-17,3.0
AFG,Afghanistan,2021-01-18,4.0
AFG,Afghanistan,2021-01-19,3.0
AFG,Afghanistan,2021-01-20,8.0
AFG,Afghanistan,2021-01-21,9.0
AFG,Afghanistan,2021-01-22,7.0
AFG,Afghanistan,2021-01-23,3.0
AFG,Afghanistan,2021-01-24,5.0
AFG,Afghanistan,2021-01-25,7.0
AFG,Afghanistan,2021-01-26,4.0
AFG,Afghanistan,2021-01-27,0.0
AFG,Afghanistan,2021-01-28,8.0
AFG,Afghanistan,2021-01-29,2.0
AFG,Afghanistan,2021-01-30,1.0
AFG,Afghanistan,2021-01-31,0.0
AGO,Angola,2020-03-29,2.0
AGO,Angola,2020-03-30,0.0
AGO,Angola,2020-03-31,0.0
AGO,Angola,2020-04-01,0.0
AGO,Angola,2020-04-02,0.0
AGO,Angola,2020-04-03,0.0
AGO,Angola,2020-04-04,0.0
AGO,Angola,2020-04-05,0.0
AGO,Angola,2020-04-06,0.0
AGO,Angola,2020-04-07,0.0
AGO,Angola,2020-04-08,0.0
AGO,Angola,2020-04-09,0.0
AGO,Angola,2020-04-10,0.0
AGO,Angola,2020-04-11,0.0
AGO,Angola,2020-04-12,0.0
AGO,Angola,2020-04-13,0.0
AGO,Angola,2020-04-14,0.0
AGO,Angola,2020-04-15,0.0
AGO,Angola,2020-04-16,0.0
AGO,Angola,2020-04-17,0.0
AGO,Angola,2020-04-18,0.0
AGO,Angola,2020-04-19,0.0
AGO,Angola,2020-04-20,0.0
AGO,Angola,2020-04-21,0.0
AGO,Angola,2020-04-22,0.0
AGO,Angola,2020-04-23,0.0
AGO,Angola,2020-04-24,0.0
AGO,Angola,2020-04-25,0.0
AGO,Angola,2020-04-26,0.0
AGO,Angola,2020-04-27,0.0
AGO,Angola,2020-04-28,0.0
AGO,Angola,2020-04-29,0.0
AGO,Angola,2020-04-30,0.0
AGO,Angola,2020-05-01,0.0
AGO,Angola,2020-05-02,0.0
AGO,Angola,2020-05-03,0.0
AGO,Angola,2020-05-04,0.0
AGO,Angola,2020-05-05,0.0
AGO,Angola,2020-05-06,0.0
AGO,Angola,2020-05-07,0.0
AGO,Angola,2020-05-08,0.0
AGO,Angola,2020-05-09,0.0
AGO,Angola,2020-05-10,0.0
AGO,Angola,2020-05-11,0.0
AGO,Angola,2020-05-12,0.0
AGO,Angola,2020-05-13,0.0
AGO,Angola,2020-05-14,0.0
AGO,Angola,2020-05-15,0.0
AGO,Angola,2020-05-16,0.0
AGO,Angola,2020-05-17,0.0
AGO,Angola,2020-05-18,1.0
AGO,Angola,2020-05-19,0.0
AGO,Angola,2020-05-20,0.0
AGO,Angola,2020-05-21,0.0
AGO,Angola,2020-05-22,0.0
AGO,Angola,2020-05-23,1.0
AGO,Angola,2020-05-24,0.0
AGO,Angola,2020-05-25,0.0
AGO,Angola,2020-05-26,0.0
AGO,Angola,2020-05-27,0.0
AGO,Angola,2020-05-28,0.0
AGO,Angola,2020-05-29,0.0
AGO,Angola,2020-05-30,0.0
AGO,Angola,2020-05-31,0.0
AGO,Angola,2020-06-01,0.0
AGO,Angola,2020-06-02,0.0
AGO,Angola,2020-06-03,0.0
AGO,Angola,2020-06-04,0.0
AGO,Angola,2020-06-05,0.0
AGO,Angola,2020-06-06,0.0
AGO,Angola,2020-06-07,0.0
AGO,Angola,2020-06-08,0.0
AGO,Angola,2020-06-09,0.0
AGO,Angola,2020-06-10,0.0
AGO,Angola,2020-06-11,1.0
AGO,Angola,2020-06-12,0.0
AGO,Angola,2020-06-13,1.0
AGO,Angola,2020-06-14,0.0
AGO,Angola,2020-06-15,0.0
AGO,Angola,2020-06-16,0.0
AGO,Angola,2020-06-17,1.0
AGO,Angola,2020-06-18,1.0
AGO,Angola,2020-06-19,0.0
AGO,Angola,2020-06-20,1.0
AGO,Angola,2020-06-21,0.0
AGO,Angola,2020-06-22,1.0
AGO,Angola,2020-06-23,0.0
AGO,Angola,2020-06-24,0.0
AGO,Angola,2020-06-25,0.0
AGO,Angola,2020-06-26,0.0
AGO,Angola,2020-06-27,0.0
AGO,Angola,2020-06-28,1.0
AGO,Angola,2020-06-29,0.0
AGO,Angola,2020-06-30,2.0
AGO,Angola,2020-07-01,2.0
AGO,Angola,2020-07-02,2.0
AGO,Angola,2020-07-03,1.0
AGO,Angola,2020-07-04,1.0
AGO,Angola,2020-07-05,0.0
AGO,Angola,2020-07-06,0.0
AGO,Angola,2020-07-07,2.0
AGO,Angola,2020-07-08,0.0
AGO,Angola,2020-07-09,1.0
AGO,Angola,2020-07-10,1.0
AGO,Angola,2020-07-11,0.0
AGO,Angola,2020-07-12,3.0
AGO,Angola,2020-07-13,0.0
AGO,Angola,2020-07-14,0.0
AGO,Angola,2020-07-15,1.0
AGO,Angola,2020-07-16,1.0
AGO,Angola,2020-07-17,1.0
AGO,Angola,2020-07-18,0.0
AGO,Angola,2020-07-19,0.0
AGO,Angola,2020-07-20,0.0
AGO,Angola,2020-07-21,1.0
AGO,Angola,2020-07-22,3.0
AGO,Angola,2020-07-23,0.0
AGO,Angola,2020-07-24,2.0
AGO,Angola,2020-07-25,4.0
AGO,Angola,2020-07-26,1.0
AGO,Angola,2020-07-27,1.0
AGO,Angola,2020-07-28,6.0
AGO,Angola,2020-07-29,1.0
AGO,Angola,2020-07-30,3.0
AGO,Angola,2020-07-31,1.0
AGO,Angola,2020-08-01,2.0
AGO,Angola,2020-08-02,1.0
AGO,Angola,2020-08-03,3.0
AGO,Angola,2020-08-04,1.0
AGO,Angola,2020-08-05,3.0
AGO,Angola,2020-08-06,2.0
AGO,Angola,2020-08-07,3.0
AGO,Angola,2020-08-08,3.0
AGO,Angola,2020-08-09,5.0
AGO,Angola,2020-08-10,3.0
AGO,Angola,2020-08-11,2.0
AGO,Angola,2020-08-12,0.0
AGO,Angola,2020-08-13,0.0
AGO,Angola,2020-08-14,6.0
AGO,Angola,2020-08-15,0.0
AGO,Angola,2020-08-16,2.0
AGO,Angola,2020-08-17,0.0
AGO,Angola,2020-08-18,2.0
AGO,Angola,2020-08-19,2.0
AGO,Angola,2020-08-20,1.0
AGO,Angola,2020-08-21,1.0
AGO,Angola,2020-08-22,0.0
AGO,Angola,2020-08-23,2.0
AGO,Angola,2020-08-24,4.0
AGO,Angola,2020-08-25,2.0
AGO,Angola,2020-08-26,1.0
AGO,Angola,2020-08-27,2.0
AGO,Angola,2020-08-28,1.0
AGO,Angola,2020-08-29,1.0
AGO,Angola,2020-08-30,0.0
AGO,Angola,2020-08-31,1.0
AGO,Angola,2020-09-01,1.0
AGO,Angola,2020-09-02,3.0
AGO,Angola,2020-09-03,1.0
AGO,Angola,2020-09-04,2.0
AGO,Angola,2020-09-05,2.0
AGO,Angola,2020-09-06,0.0
AGO,Angola,2020-09-07,3.0
AGO,Angola,2020-09-08,4.0
AGO,Angola,2020-09-09,2.0
AGO,Angola,2020-09-10,4.0
AGO,Angola,2020-09-11,1.0
AGO,Angola,2020-09-12,1.0
AGO,Angola,2020-09-13,2.0
AGO,Angola,2020-09-14,2.0
AGO,Angola,2020-09-15,3.0
AGO,Angola,2020-09-16,4.0
AGO,Angola,2020-09-17,1.0
AGO,Angola,2020-09-18,3.0
AGO,Angola,2020-09-19,0.0
AGO,Angola,2020-09-20,5.0
AGO,Angola,2020-09-21,2.0
AGO,Angola,2020-09-22,1.0
AGO,Angola,2020-09-23,4.0
AGO,Angola,2020-09-24,3.0
AGO,Angola,2020-09-25,5.0
AGO,Angola,2020-09-26,4.0
AGO,Angola,2020-09-27,3.0
AGO,Angola,2020-09-28,2.0
AGO,Angola,2020-09-29,3.0
AGO,Angola,2020-09-30,4.0
AGO,Angola,2020-10-01,2.0
AGO,Angola,2020-10-02,4.0
AGO,Angola,2020-10-03,4.0
AGO,Angola,2020-10-04,2.0
AGO,Angola,2020-10-05,4.0
AGO,Angola,2020-10-06,12.0
AGO,Angola,2020-10-07,0.0
AGO,Angola,2020-10-08,-3.0
AGO,Angola,2020-10-09,4.0
AGO,Angola,2020-10-10,6.0
AGO,Angola,2020-10-11,0.0
AGO,Angola,2020-10-12,1.0
AGO,Angola,2020-10-13,3.0
AGO,Angola,2020-10-14,5.0
AGO,Angola,2020-10-15,1.0
AGO,Angola,2020-10-16,6.0
AGO,Angola,2020-10-17,7.0
AGO,Angola,2020-10-18,6.0
AGO,Angola,2020-10-19,1.0
AGO,Angola,2020-10-20,3.0
AGO,Angola,2020-10-21,4.0
AGO,Angola,2020-10-22,5.0
AGO,Angola,2020-10-23,5.0
AGO,Angola,2020-10-24,2.0
AGO,Angola,2020-10-25,1.0
AGO,Angola,2020-10-26,2.0
AGO,Angola,2020-10-27,1.0
AGO,Angola,2020-10-28,4.0
AGO,Angola,2020-10-29,0.0
AGO,Angola,2020-10-30,4.0
AGO,Angola,2020-10-31,5.0
AGO,Angola,2020-11-01,2.0
AGO,Angola,2020-11-02,3.0
AGO,Angola,2020-11-03,2.0
AGO,Angola,2020-11-04,5.0
AGO,Angola,2020-11-05,3.0
AGO,Angola,2020-11-06,1.0
AGO,Angola,2020-11-07,3.0
AGO,Angola,2020-11-08,4.0
AGO,Angola,2020-11-09,1.0
AGO,Angola,2020-11-10,0.0
AGO,Angola,2020-11-11,4.0
AGO,Angola,2020-11-12,3.0
AGO,Angola,2020-11-13,2.0
AGO,Angola,2020-11-14,5.0
AGO,Angola,2020-11-15,0.0
AGO,Angola,2020-11-16,2.0
AGO,Angola,2020-11-17,4.0
AGO,Angola,2020-11-18,4.0
AGO,Angola,2020-11-19,1.0
AGO,Angola,2020-11-20,1.0
AGO,Angola,2020-11-21,2.0
AGO,Angola,2020-11-22,1.0
AGO,Angola,2020-11-23,0.0
AGO,Angola,2020-11-24,1.0
AGO,Angola,2020-11-25,2.0
AGO,Angola,2020-11-26,1.0
AGO,Angola,2020-11-27,1.0
AGO,Angola,2020-11-28,3.0
AGO,Angola,2020-11-29,1.0
AGO,Angola,2020-11-30,2.0
AGO,Angola,2020-12-01,2.0
AGO,Angola,2020-12-02,1.0
AGO,Angola,2020-12-03,1.0
AGO,Angola,2020-12-04,1.0
AGO,Angola,2020-12-05,1.0
AGO,Angola,2020-12-06,0.0
AGO,Angola,2020-12-07,0.0
AGO,Angola,2020-12-08,1.0
AGO,Angola,2020-12-09,3.0
AGO,Angola,2020-12-10,4.0
AGO,Angola,2020-12-11,3.0
AGO,Angola,2020-12-12,1.0
AGO,Angola,2020-12-13,5.0
AGO,Angola,2020-12-14,1.0
AGO,Angola,2020-12-15,0.0
AGO,Angola,2020-12-16,7.0
AGO,Angola,2020-12-17,3.0
AGO,Angola,2020-12-18,2.0
AGO,Angola,2020-12-19,2.0
AGO,Angola,2020-12-20,1.0
AGO,Angola,2020-12-21,3.0
AGO,Angola,2020-12-22,3.0
AGO,Angola,2020-12-23,0.0
AGO,Angola,2020-12-24,0.0
AGO,Angola,2020-12-25,3.0
AGO,Angola,2020-12-26,3.0
AGO,Angola,2020-12-27,0.0
AGO,Angola,2020-12-28,4.0
AGO,Angola,2020-12-29,0.0
AGO,Angola,2020-12-30,2.0
AGO,Angola,2020-12-31,0.0
AGO,Angola,2021-01-01,0.0
AGO,Angola,2021-01-02,2.0
AGO,Angola,2021-01-03,1.0
AGO,Angola,2021-01-04,0.0
AGO,Angola,2021-01-05,2.0
AGO,Angola,2021-01-06,3.0
AGO,Angola,2021-01-07,0.0
AGO,Angola,2021-01-08,2.0
AGO,Angola,2021-01-09,1.0
AGO,Angola,2021-01-10,0.0
AGO,Angola,2021-01-11,4.0
AGO,Angola,2021-01-12,2.0
AGO,Angola,2021-01-13,2.0
AGO,Angola,2021-01-14,1.0
AGO,Angola,2021-01-15,3.0
AGO,Angola,2021-01-16,3.0
AGO,Angola,2021-01-17,5.0
AGO,Angola,2021-01-18,3.0
AGO,Angola,2021-01-19,3.0
AGO,Angola,2021-01-20,2.0
AGO,Angola,2021-01-21,4.0
AGO,Angola,2021-01-22,4.0
AGO,Angola,2021-01-23,5.0
AGO,Angola,2021-01-24,2.0
AGO,Angola,2021-01-25,2.0
AGO,Angola,2021-01-26,1.0
AGO,Angola,2021-01-27,0.0
AGO,Angola,2021-01-28,2.0
AGO,Angola,2021-01-29,0.0
AGO,Angola,2021-01-30,0.0
AGO,Angola,2021-01-31,2.0
ALB,Albania,2020-03-11,1.0
ALB,Albania,2020-03-12,0.0
ALB,Albania,2020-03-13,0.0
ALB,Albania,2020-03-14,0.0
ALB,Albania,2020-03-15,0.0
ALB,Albania,2020-03-16,0.0
ALB,Albania,2020-03-17,0.0
ALB,Albania,2020-03-18,1.0
ALB,Albania,2020-03-19,0.0
ALB,Albania,2020-03-20,0.0
ALB,Albania,2020-03-21,0.0
ALB,Albania,2020-03-22,0.0
ALB,Albania,2020-03-23,2.0
ALB,Albania,2020-03-24,1.0
ALB,Albania,2020-03-25,0.0
ALB,Albania,2020-03-26,1.0
ALB,Albania,2020-03-27,2.0
ALB,Albania,2020-03-28,2.0
ALB,Albania,2020-03-29,0.0
ALB,Albania,2020-03-30,1.0
ALB,Albania,2020-03-31,4.0
ALB,Albania,2020-04-01,0.0
ALB,Albania,2020-04-02,1.0
ALB,Albania,2020-04-03,1.0
ALB,Albania,2020-04-04,3.0
ALB,Albania,2020-04-05,0.0
ALB,Albania,2020-04-06,1.0
ALB,Albania,2020-04-07,1.0
ALB,Albania,2020-04-08,0.0
ALB,Albania,2020-04-09,1.0
ALB,Albania,2020-04-10,0.0
ALB,Albania,2020-04-11,0.0
ALB,Albania,2020-04-12,0.0
ALB,Albania,2020-04-13,0.0
ALB,Albania,2020-04-14,1.0
ALB,Albania,2020-04-15,1.0
ALB,Albania,2020-04-16,1.0
ALB,Albania,2020-04-17,0.0
ALB,Albania,2020-04-18,0.0
ALB,Albania,2020-04-19,0.0
ALB,Albania,2020-04-20,0.0
ALB,Albania,2020-04-21,0.0
ALB,Albania,2020-04-22,1.0
ALB,Albania,2020-04-23,0.0
ALB,Albania,2020-04-24,0.0
ALB,Albania,2020-04-25,0.0
ALB,Albania,2020-04-26,1.0
ALB,Albania,2020-04-27,0.0
ALB,Albania,2020-04-28,2.0
ALB,Albania,2020-04-29,0.0
ALB,Albania,2020-04-30,1.0
ALB,Albania,2020-05-01,0.0
ALB,Albania,2020-05-02,0.0
ALB,Albania,2020-05-03,0.0
ALB,Albania,2020-05-04,0.0
ALB,Albania,2020-05-05,0.0
ALB,Albania,2020-05-06,0.0
ALB,Albania,2020-05-07,0.0
ALB,Albania,2020-05-08,0.0
ALB,Albania,2020-05-09,0.0
